index,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7075,22751349,60085458,An Austin Resident,78701,30.26132,-97.73844,Entire home/apt,150,2,5,5/20/2018,0.33,1,0
7076,22764476,49132563,Andrea,78744,30.20018,-97.7374,Private room,43,2,7,4/14/2019,0.49,1,98
7077,22765052,164003419,Nora,78704,30.25488,-97.77066,Entire home/apt,280,3,1,3/17/2018,0.07,1,0
7078,22765762,138398089,GuestSpaces,78704,30.25846,-97.76306,Entire home/apt,10900,20,1,3/12/2018,0.07,25,134
7079,22766823,168161762,Rita,78739,30.19461,-97.8972,Private room,50,2,43,4/21/2019,3.01,1,227
7080,22767264,2481019,Mimi,78704,30.23939,-97.75323,Private room,53,5,32,5/8/2019,2.04,1,64
7082,22768666,65294686,Anthony,78723,30.29914,-97.70879,Private room,45,1,47,3/17/2019,3.03,1,74
7083,22769322,168073629,Michelle,78725,30.27477,-97.64761,Entire home/apt,80,1,10,4/28/2019,4.48,1,357
7085,22772255,21677703,Andrew And Sarah,78739,30.18965,-97.88651,Entire home/apt,280,3,3,10/22/2018,0.21,1,0
7086,22773817,625863,Sarah,78722,30.28855,-97.72164,Entire home/apt,300,1,4,3/11/2019,0.28,1,148
7087,22788534,9153184,Daniela,78731,30.34491,-97.75578,Entire home/apt,184,2,30,4/21/2019,1.87,1,85
7089,22795337,150612983,Eric,78701,30.26584,-97.74331,Entire home/apt,220,3,2,10/28/2018,0.14,9,0
7090,22796583,7478485,Noel,78735,30.25267,-97.84088,Entire home/apt,110,2,2,8/18/2018,0.21,1,177
7091,22797683,11667673,Mai,78754,30.39169,-97.64307,Private room,50,1,38,5/6/2019,2.38,1,357
7092,22798878,31103234,Dillon,78722,30.28471,-97.71617,Entire home/apt,112,1,85,4/29/2019,5.7,1,16
7093,22805603,124296926,John,78704,30.2549,-97.76976,Entire home/apt,149,2,37,5/9/2019,2.46,1,6
7094,22807222,16347027,Keri,78702,30.25535,-97.73188,Entire home/apt,169,1,128,5/13/2019,8.15,1,145
7095,22809807,39101825,Chandler,78702,30.25862,-97.72438,Entire home/apt,650,3,1,3/18/2018,0.07,1,0
7096,22811566,162669742,Jeff,78701,30.25915,-97.73963,Entire home/apt,200,2,16,4/9/2019,1.07,1,22
7098,22813153,3425666,Nate,78758,30.35485,-97.70751,Private room,38,1,192,5/10/2019,12.08,5,237
7099,22814799,7265184,Jesse,78741,30.22101,-97.73602,Entire home/apt,350,2,31,5/5/2019,2,4,97
7100,22816148,18253226,Stay Local Austin,78704,30.25718,-97.76475,Entire home/apt,375,3,2,5/5/2019,2,13,100
7101,22816912,109266302,Jackie,78723,30.29747,-97.68027,Private room,110,2,2,3/17/2018,0.14,1,0
7103,22823033,85547,Colby,78701,30.27095,-97.74766,Entire home/apt,129,2,47,4/30/2019,2.99,4,201
7104,22825196,2771720,Kelly,78701,30.25696,-97.7399,Entire home/apt,320,2,1,2/4/2018,0.06,1,0
7105,22829992,29061438,Claire,78703,30.26816,-97.75209,Private room,290,1,3,3/16/2019,1.36,1,42
7106,22830974,8207730,Kate,78741,30.22755,-97.73697,Entire home/apt,80,1,11,5/6/2019,4.58,1,115
7107,22831766,8944334,Katie,78745,30.20038,-97.77669,Private room,73,2,17,4/28/2019,1.1,1,180
7108,22836148,85547,Colby,78701,30.27241,-97.74766,Entire home/apt,129,1,83,5/3/2019,5.2,4,219
7109,22842543,168898454,Dan,78722,30.29056,-97.71594,Entire home/apt,100,1,81,5/7/2019,5.69,1,8
7110,22842952,168903699,Bien,78727,30.43318,-97.69309,Entire home/apt,128,2,32,5/5/2019,2.13,1,227
7111,22843720,124775758,Ronny,78704,30.23673,-97.76516,Entire home/apt,1000,2,12,5/5/2019,0.85,1,298
7115,22857872,8167447,Martin,78741,30.2384,-97.73445,Shared room,23,29,1,5/1/2019,1,72,320
7116,22858099,28618871,Nicholas,78705,30.29398,-97.72612,Entire home/apt,121,1,56,12/30/2018,3.74,1,2
7117,22859193,30418934,Rachel,78721,30.2737,-97.68729,Private room,50,2,38,5/12/2019,3.51,1,74
7118,22861381,124109871,Anne Marie,78751,30.3066,-97.73029,Entire home/apt,70,3,11,12/26/2018,0.78,1,0
7120,22865509,169159665,Heather,78725,30.24251,-97.58705,Private room,50,1,44,5/6/2019,2.81,1,58
7122,22867195,169180410,Renat,78705,30.28813,-97.74582,Entire home/apt,500,1,2,3/19/2018,0.14,1,0
7123,22868775,34664353,Erin,78745,30.18927,-97.78488,Private room,70,2,10,5/9/2019,1.41,1,35
7124,22869183,1968428,Tom,78702,30.27364,-97.71509,Entire home/apt,85,2,43,5/5/2019,2.91,1,162
7125,22870184,20576941,Ashlan,78745,30.19782,-97.80925,Entire home/apt,300,2,5,4/7/2019,0.35,1,67
7126,22882856,22781850,Dominique,78741,30.23056,-97.74143,Private room,60,2,55,5/8/2019,3.66,2,75
7127,22884201,56428153,Jessica,78702,30.27762,-97.71438,Private room,75,2,60,5/12/2019,3.87,1,10
7129,22887423,88566861,Kasa,78722,30.28183,-97.7122,Entire home/apt,125,1,21,5/12/2019,1.43,12,329
7130,22889357,21922082,Monica,78757,30.34212,-97.72001,Entire home/apt,58,1,32,5/5/2019,2.06,1,46
7131,22889658,88566861,Kasa,78722,30.28183,-97.71219,Entire home/apt,175,1,45,5/6/2019,2.95,12,330
7132,22889884,12427478,Adam And Ashley,78702,30.26721,-97.73157,Entire home/apt,2000,4,1,3/13/2018,0.07,3,11
7134,22890140,88566861,Kasa,78722,30.28234,-97.71148,Entire home/apt,125,1,24,5/1/2019,1.7,12,305
7135,22890639,88566861,Kasa,78722,30.28249,-97.71097,Entire home/apt,125,1,15,4/16/2019,1.01,12,277
7136,22890928,88566861,Kasa,78722,30.28167,-97.71053,Entire home/apt,125,1,38,5/8/2019,2.46,12,354
7137,22891030,88566861,Kasa,78722,30.2822,-97.71059,Entire home/apt,175,1,29,5/12/2019,2.06,12,328
7138,22900387,169501839,Nadeem & Julie,78704,30.24662,-97.75889,Entire home/apt,299,2,2,3/14/2019,0.14,1,0
7139,22901237,1642013,Kathleen,78702,30.25879,-97.72554,Private room,67,2,39,4/22/2019,2.65,4,67
7140,22902780,10522395,Shannon,78702,30.25851,-97.73244,Entire home/apt,995,3,20,4/28/2019,1.32,1,217
7141,22905417,169543599,Pam,78701,30.27066,-97.74779,Private room,275,2,3,3/12/2019,0.21,1,0
7142,22910119,16598498,Jordan,78749,30.21308,-97.89033,Entire home/apt,149,2,2,3/24/2019,0.92,1,33
7143,22911435,140351447,Sam,78704,30.25503,-97.74706,Entire home/apt,130,1,92,4/25/2019,5.85,6,137
7144,22912102,49170887,Matt Manuel,78701,30.27139,-97.74634,Entire home/apt,275,1,1,3/18/2018,0.07,14,54
7145,22919530,10182576,Jason,78704,30.22601,-97.75447,Entire home/apt,99,30,2,4/13/2019,0.3,2,163
7147,22920734,2648599,Anna,78722,30.28425,-97.7146,Entire home/apt,250,3,2,10/8/2018,0.14,1,252
7148,22921238,77703838,Taylor,78752,30.33778,-97.70694,Private room,51,1,12,3/11/2019,0.9,1,0
7149,22922154,34399,Chris,78702,30.27528,-97.72772,Entire home/apt,1000,5,1,3/18/2018,0.07,1,0
7150,22922614,31152322,Jessica,78745,30.21032,-97.78308,Entire home/apt,255,4,15,4/15/2019,2.31,2,104
7151,22923077,20439741,Blake,78703,30.28274,-97.76749,Entire home/apt,425,4,1,3/13/2018,0.07,1,0
7153,22925600,129849863,Kathy,78704,30.23445,-97.75797,Entire home/apt,375,2,43,5/12/2019,3.06,1,74
7154,22925839,3157872,Abi,78744,30.18031,-97.77343,Private room,69,1,73,4/14/2019,4.64,2,347
7155,22926055,169758891,Valerie,78751,30.29569,-97.72156,Entire home/apt,1195,1,32,5/10/2019,2.73,8,336
7156,22928801,2216540,Marti,78731,30.34389,-97.76068,Private room,75,2,5,4/28/2019,0.34,4,40
7157,22937302,1488733,Brooke,78702,30.25811,-97.72829,Entire home/apt,254,1,42,5/2/2019,2.71,34,222
7158,22937542,129450057,Carly,78705,30.29182,-97.74646,Entire home/apt,199,2,53,5/12/2019,3.43,8,314
7159,22938571,16674651,David,78702,30.27774,-97.71353,Entire home/apt,125,2,12,5/5/2019,0.84,1,350
7160,22941202,43782388,ResortShare2,78701,30.27061,-97.74851,Entire home/apt,240,2,16,3/17/2019,1.07,14,360
7161,22942762,29180041,Amanda,78739,30.1899,-97.88776,Private room,35,2,3,5/4/2019,0.25,2,128
7162,22942879,110481541,Carolyn,78702,30.25598,-97.73415,Entire home/apt,1100,1,2,3/10/2019,0.14,1,0
7163,22944246,143023474,Corey,78744,30.20173,-97.69827,Private room,80,1,6,3/14/2019,0.39,1,0
7164,22944266,4929310,Ryan,78701,30.26539,-97.74096,Entire home/apt,179,1,43,4/28/2019,2.95,25,274
7165,22946072,1488733,Brooke,78703,30.28801,-97.77329,Entire home/apt,198,1,12,4/9/2019,0.82,34,363
7167,22951836,18865377,Zachary,78703,30.2685,-97.75137,Entire home/apt,475,4,11,3/30/2019,0.78,3,257
7168,22956237,14449980,Kylene,78721,30.28374,-97.67707,Entire home/apt,133,3,14,3/24/2019,0.98,1,0
7169,22956378,21837544,Nadia,78722,30.28833,-97.72149,Entire home/apt,65,2,31,5/11/2019,5.92,1,69
7170,22956379,170070872,Sarah,78702,30.2744,-97.71596,Entire home/apt,250,4,1,3/15/2018,0.07,1,0
7171,22956637,36764089,Erica,78704,30.23903,-97.78297,Entire home/apt,200,3,1,10/8/2018,0.14,1,0
7172,22960136,7632098,Ashley,78731,30.32132,-97.75322,Entire home/apt,442,2,15,3/24/2019,1.05,1,270
7173,22967136,8167447,Martin,78751,30.31819,-97.72894,Private room,37,29,1,11/10/2018,0.16,72,348
7174,22969644,165886461,Scott,78731,30.30933,-97.75243,Entire home/apt,100,1,164,5/8/2019,10.7,1,265
7176,22970319,170243484,Bob,78721,30.276,-97.67961,Entire home/apt,89,1,42,5/6/2019,2.69,1,147
7177,22971305,116860738,Jon Karl,78747,30.15511,-97.75442,Entire home/apt,245,2,1,3/18/2018,0.07,1,0
7178,22971555,152181500,Justin,78702,30.25587,-97.70728,Entire home/apt,250,2,14,3/17/2019,0.99,1,1
7179,22972674,152855446,U.C.,78759,30.43235,-97.7718,Entire home/apt,95,1,29,4/14/2019,1.94,3,224
7181,22978720,6031601,Yolotl,78704,30.23853,-97.76473,Private room,89,1,15,3/11/2019,1.05,1,0
7182,22979137,3682059,Christine,78721,30.28002,-97.69262,Entire home/apt,103,2,82,4/23/2019,5.22,1,201
7183,22981232,10337755,Molly,78705,30.29713,-97.73362,Entire home/apt,115,2,5,12/29/2018,0.33,1,0
7184,22985495,151964949,Leslie & Elizabeth,78702,30.25392,-97.73403,Entire home/apt,85,1,135,5/7/2019,8.82,2,34
7185,22987198,1648227,Kristian,78701,30.26733,-97.74698,Entire home/apt,367,1,65,5/2/2019,4.19,2,132
7186,22988207,11735765,Siiri,78741,30.24216,-97.71923,Private room,300,1,4,3/10/2019,0.28,1,0
7187,22989103,609032,James,78701,30.27072,-97.74679,Entire home/apt,450,6,1,3/18/2018,0.07,4,8
7188,22989712,170497902,Melissa,78758,30.38502,-97.70884,Private room,45,1,10,5/3/2019,0.67,3,151
7189,22989864,609032,James,78701,30.27213,-97.74677,Entire home/apt,375,6,3,3/13/2019,0.63,4,8
7190,22995010,170547135,Karen,78704,30.25379,-97.7717,Entire home/apt,350,3,3,4/15/2018,0.21,1,0
7195,22998537,1798447,Matt,78722,30.29368,-97.71958,Entire home/apt,400,3,1,3/14/2018,0.07,1,0
7196,22999540,92450669,Marianne,78703,30.28238,-97.75786,Entire home/apt,125,2,27,5/6/2019,1.8,1,81
7197,23001172,170608043,John,78756,30.32329,-97.73957,Entire home/apt,85,3,21,5/6/2019,1.62,1,78
7198,23002083,53107574,Zoe,78705,30.30249,-97.74157,Entire home/apt,225,1,174,5/8/2019,11.25,1,32
7199,23002128,25974024,Justin,78753,30.348,-97.68925,Entire home/apt,195,3,51,5/4/2019,3.56,1,149
7200,23003072,384732,Andres,78701,30.26969,-97.75059,Entire home/apt,10000,500,1,3/14/2018,0.07,1,180
7201,23003311,27741026,Ashley,78745,30.20419,-97.76555,Entire home/apt,143,5,10,10/22/2018,0.7,1,100
7202,23003478,2772976,Stephanie & David,78759,30.3968,-97.76083,Entire home/apt,350,4,1,3/18/2018,0.07,1,0
7203,23005979,71963,Jess,78704,30.22757,-97.74762,Entire home/apt,50,3,6,8/1/2018,0.42,1,0
7204,23006316,1424080,Lisa,78704,30.25426,-97.75627,Entire home/apt,135,1,34,4/30/2019,4.47,1,65
7205,23009698,170700445,Javier,78701,30.27372,-97.74807,Entire home/apt,284,4,24,4/16/2019,2.83,2,39
7206,23015849,170752634,Jeremy,78704,30.2553,-97.75517,Entire home/apt,165,2,5,4/27/2019,0.32,1,156
7207,23016200,43782388,ResortShare2,78701,30.27235,-97.74763,Entire home/apt,486,2,16,3/8/2019,1.13,14,347
7208,23016687,10585849,Ames,78741,30.22053,-97.73476,Entire home/apt,195,1,82,5/7/2019,5.3,4,341
7210,23019627,2405754,Sarah Roxie,78722,30.28905,-97.7133,Entire home/apt,200,2,61,5/12/2019,4.72,1,162
7211,23019704,425706,Robert,78723,30.31336,-97.69482,Entire home/apt,130,2,5,4/28/2019,0.35,6,128
7213,23024175,76542193,Zhantao,78728,30.44582,-97.66914,Private room,31,1,42,4/14/2019,2.71,1,334
7215,23025825,18156655,Teresa,78751,30.31677,-97.72419,Private room,56,2,17,5/6/2019,1.19,2,0
7217,23034341,73615649,Kelsey,78756,30.32505,-97.72907,Entire home/apt,69,1,137,4/28/2019,8.84,2,168
7218,23038138,81560335,Brian,78702,30.2702,-97.71676,Entire home/apt,100,1,90,5/8/2019,6.09,1,94
7219,23038310,170960279,Madison,78735,30.23705,-97.80924,Private room,57,1,2,3/18/2018,0.14,1,0
7220,23039068,170967878,Amrin,78705,30.28767,-97.74622,Entire home/apt,91,1,63,11/4/2018,4.12,3,0
7221,23040806,583534,Janet,78751,30.3128,-97.72523,Entire home/apt,175,1,7,9/24/2018,0.49,1,228
7222,23040898,142909764,Colleen,78721,30.25463,-97.68727,Entire home/apt,84,1,48,4/28/2019,3.19,20,349
7223,23044912,124342303,Muhammad,78705,30.28611,-97.74884,Private room,90,1,17,5/6/2019,1.17,3,98
7224,23045816,1488733,Brooke,78704,30.24217,-97.74443,Entire home/apt,175,1,43,4/24/2019,2.82,34,344
7225,23054369,43782388,ResortShare2,78701,30.27236,-97.74759,Entire home/apt,192,2,24,4/25/2019,1.57,14,357
7226,23054882,11763615,Rachael,78702,30.27728,-97.71208,Entire home/apt,325,2,4,4/15/2019,0.28,2,0
7227,23055817,54346559,Griffin & Vanessa,78702,30.26197,-97.71905,Entire home/apt,85,1,127,5/10/2019,8.32,2,198
7228,23056621,43782388,ResortShare2,78701,30.27074,-97.74775,Entire home/apt,312,2,5,12/16/2018,0.34,14,298
7229,23059045,22681717,Beth,78702,30.27127,-97.73105,Private room,80,2,53,5/12/2019,3.53,2,76
7230,23059459,171166470,Mark,78703,30.27617,-97.75309,Entire home/apt,149,2,56,5/6/2019,3.73,2,302
7231,23059645,62544552,Scott,78704,30.22982,-97.7457,Entire home/apt,88,3,38,5/2/2019,2.53,1,2
7232,23059824,11349,Andi,78702,30.26372,-97.72985,Entire home/apt,120,2,19,5/4/2019,1.34,2,18
7234,23061634,103470283,Michelle,78723,30.31742,-97.69313,Entire home/apt,175,2,2,3/19/2018,0.14,2,0
7235,23062339,153821692,Samuel,78701,30.27062,-97.74762,Private room,145,2,4,3/7/2019,0.28,1,0
7236,23062668,19652451,Carrie,78704,30.25945,-97.7739,Entire home/apt,125,2,67,4/28/2019,4.51,1,311
7237,23064133,171219497,Dan,78702,30.26485,-97.71864,Private room,50,7,10,4/12/2019,0.7,1,3
7239,23064341,50911110,Anthony,78705,30.29116,-97.72475,Entire home/apt,275,2,13,11/16/2018,0.89,1,248
7244,23066896,5961947,Dana,78704,30.25218,-97.74509,Entire home/apt,99,1,76,4/29/2019,5.06,3,118
7246,23072312,149442469,Sam,78702,30.27256,-97.71837,Private room,51,1,77,4/25/2019,5.09,3,1
7248,23074011,21328495,Jonathan,78703,30.27679,-97.76123,Entire home/apt,112,1,143,5/12/2019,9.39,3,175
7249,23076170,79126230,Caleb,78702,30.27366,-97.71959,Entire home/apt,400,3,2,7/14/2018,0.19,1,0
7250,23078135,100605868,Sharebnb,78701,30.27275,-97.74653,Entire home/apt,105,1,3,7/20/2018,0.2,8,0
7251,23079589,28476458,Beth,78736,30.24303,-97.91113,Entire home/apt,42,2,33,5/12/2019,2.2,1,19
7252,23080224,37065582,Greg,78702,30.25728,-97.69956,Entire home/apt,89,1,39,5/12/2019,4.85,1,56
7253,23080229,171379654,Ann,78704,30.24625,-97.75134,Entire home/apt,129,2,14,7/18/2018,0.94,1,84
7254,23086278,100605868,Sharebnb,78701,30.27141,-97.74765,Entire home/apt,80,1,2,4/29/2018,0.13,8,0
7255,23086588,100605868,Sharebnb,78701,30.27088,-97.74604,Entire home/apt,115,1,1,8/1/2018,0.1,8,0
7256,23088398,142909764,Colleen,78721,30.25606,-97.68512,Entire home/apt,80,1,53,4/28/2019,3.52,20,351
7257,23088541,142909764,Colleen,78721,30.25548,-97.68672,Entire home/apt,84,1,35,4/28/2019,2.48,20,339
7258,23088792,59764641,Michele,78703,30.30283,-97.75478,Entire home/apt,400,3,6,5/4/2019,0.45,1,240
7259,23090082,63490969,Chuck,78751,30.31838,-97.72908,Entire home/apt,200,2,1,5/20/2018,0.08,1,0
7260,23090187,63883209,Alcyr,78705,30.29621,-97.73983,Private room,54,1,27,4/21/2019,1.85,1,94
7261,23090195,171481588,Rachel,78701,30.27487,-97.75084,Entire home/apt,209,2,65,5/12/2019,4.59,1,64
7262,23091683,18487212,Kristen,78702,30.27879,-97.70755,Entire home/apt,77,2,112,5/7/2019,7.32,1,55
7263,23101755,14383541,Rachel And Pete,78702,30.27147,-97.728,Entire home/apt,299,1,25,4/28/2019,1.8,1,199
7264,23102061,2139025,Gwen,78723,30.29471,-97.695,Entire home/apt,350,45,2,3/18/2018,0.14,1,0
7265,23102600,2287693,Elisabeth,78701,30.27261,-97.74666,Entire home/apt,350,2,1,3/14/2018,0.07,4,0
7266,23104421,171644229,Yvonne,78745,30.20689,-97.81963,Private room,40,3,2,3/11/2018,0.14,1,180
7267,23104553,1285299,Elizabeth,78745,30.21429,-97.77392,Entire home/apt,83,2,16,4/27/2019,1.07,1,159
7268,23104785,4865919,Ben,78702,30.27932,-97.71302,Entire home/apt,950,2,4,4/27/2019,0.28,1,77
7269,23105024,16529864,Anna,78702,30.27522,-97.71884,Entire home/apt,400,2,1,3/13/2018,0.07,1,0
7270,23105597,23075467,Sarah And Jason,78702,30.27163,-97.72559,Entire home/apt,149,1,39,5/2/2019,2.7,5,362
7271,23106397,100605868,Sharebnb,78701,30.2711,-97.74796,Entire home/apt,80,1,7,5/17/2018,0.47,8,0
7272,23107704,100605868,Sharebnb,78701,30.27249,-97.74733,Entire home/apt,105,1,1,3/22/2018,0.07,8,0
7275,23115421,8167447,Martin,78741,30.23792,-97.73409,Shared room,23,29,1,4/21/2019,1,72,348
7276,23116362,56960357,Shaun,78723,30.29904,-97.68386,Private room,75,5,1,3/17/2019,0.51,2,363
7277,23119244,14710076,Sally,78703,30.27597,-97.75479,Entire home/apt,2000,2,1,4/14/2019,1,2,176
7278,23120071,118565935,Renters Club,78702,30.26447,-97.72095,Entire home/apt,872,2,24,4/21/2019,1.62,78,329
7279,23121094,100605868,Sharebnb,78701,30.27281,-97.74784,Entire home/apt,80,1,2,2/15/2018,0.13,8,0
7280,23121260,71296881,Steven,78734,30.41916,-97.93611,Entire home/apt,125,2,28,5/6/2019,1.94,3,246
7281,23121462,5671706,Andy,78702,30.27615,-97.71288,Entire home/apt,190,3,9,10/28/2018,0.63,1,0
7282,23122022,100605868,Sharebnb,78701,30.2713,-97.74676,Entire home/apt,80,1,2,4/29/2018,0.13,8,0
7283,23122508,3987269,Kathy,78702,30.27561,-97.71834,Private room,200,1,3,3/12/2018,0.21,1,0
7284,23122657,29772449,Atoosa,78749,30.22256,-97.86663,Private room,75,1,3,4/14/2019,0.21,1,60
7285,23124139,89553305,April,78751,30.31798,-97.71106,Entire home/apt,90,2,34,5/6/2019,2.3,1,93
7286,23124694,5240724,Margaret,78751,30.31924,-97.72758,Private room,55,1,20,4/14/2019,1.4,1,43
7287,23124821,22882417,Dane & Ryan,78723,30.2931,-97.68142,Entire home/apt,250,3,7,10/19/2018,0.5,1,0
7288,23125359,34913859,Chad,78703,30.29459,-97.75755,Entire home/apt,795,2,3,4/29/2018,0.21,1,0
7289,23128066,62949876,Samantha,78751,30.3047,-97.7251,Entire home/apt,85,2,87,5/6/2019,6.01,1,149
7290,23128829,27137560,Doug,78723,30.31046,-97.68564,Entire home/apt,450,2,6,4/28/2019,0.58,1,291
7291,23128872,36968694,Bernard,78705,30.29962,-97.73922,Entire home/apt,300,1,36,4/18/2019,2.45,4,166
7293,23139378,13239340,Tye,78704,30.24872,-97.7595,Entire home/apt,750,2,3,3/13/2019,0.21,1,0
7294,23139922,24426704,Lindsay,78702,30.2674,-97.7303,Entire home/apt,300,2,17,5/5/2019,1.2,1,299
7297,23147131,146653111,David,78751,30.30771,-97.72787,Entire home/apt,50,1,14,3/19/2018,0.92,1,0
7299,23149299,49170887,Matt Manuel,78701,30.27262,-97.74691,Entire home/apt,250,1,2,3/18/2018,0.14,14,49
7301,23150008,172066979,Juliet,78752,30.3413,-97.70745,Entire home/apt,120,1,61,4/29/2019,4.26,1,81
7302,23165714,283476,Curtis,78702,30.25253,-97.72805,Private room,100,2,18,2/17/2019,1.19,2,0
7304,23166561,283476,Curtis,78702,30.25196,-97.72827,Entire home/apt,109,2,25,4/8/2019,1.69,2,0
7305,23166868,118565935,Renters Club,78736,30.28683,-97.91709,Entire home/apt,4000,3,13,1/21/2019,1.08,78,314
7306,23167554,124060715,Evolve,78745,30.20576,-97.79938,Entire home/apt,275,2,5,3/4/2019,0.34,26,53
7307,23169916,172251793,Noel,78703,30.30066,-97.77558,Entire home/apt,2000,3,1,3/11/2018,0.07,1,0
7308,23171756,21607195,Pixie,78704,30.23486,-97.78085,Private room,40,1,16,4/18/2019,1.06,6,153
7309,23174943,109638288,TurnKey Vacation Rentals,78704,30.2527,-97.77523,Entire home/apt,216,2,9,4/6/2019,0.78,68,242
7310,23179713,66236643,T.J.,78752,30.33106,-97.69592,Private room,99,1,5,4/2/2018,0.35,1,0
7311,23180245,25410994,Heather,78749,30.20375,-97.87438,Entire home/apt,237,2,23,4/28/2019,1.53,1,139
7312,23181283,109638288,TurnKey Vacation Rentals,78701,30.26645,-97.74264,Entire home/apt,166,2,5,5/5/2019,0.69,68,329
7313,23181292,12925390,Nathan & Julie,78748,30.18048,-97.79494,Entire home/apt,150,2,45,5/7/2019,3.13,8,9
7316,23189204,35914942,Josh,78721,30.27624,-97.69826,Entire home/apt,200,2,1,3/18/2018,0.07,1,0
7317,23189217,112712289,James,78758,30.39702,-97.72273,Entire home/apt,120,3,2,3/18/2018,0.14,1,0
7318,23189409,486482,Karen,78702,30.2492,-97.72189,Entire home/apt,400,4,4,3/15/2019,0.28,2,9
7319,23189645,172419002,Lacey,78741,30.23182,-97.71506,Entire home/apt,100,2,4,3/18/2018,0.27,1,0
7321,23197332,18865377,Zachary,78741,30.22795,-97.69598,Entire home/apt,609,3,11,4/14/2019,0.72,3,257
7322,23199389,19873109,Elliott,78721,30.27706,-97.67824,Entire home/apt,260,2,2,3/18/2018,0.14,2,0
7323,23202645,45590502,Fabiola,78749,30.22096,-97.85422,Private room,49,1,3,9/21/2018,0.24,1,179
7324,23203211,31214940,Scott,78701,30.27098,-97.74681,Entire home/apt,159,2,21,4/26/2019,1.4,4,10
7325,23207483,6531747,Daniyela,78751,30.31462,-97.71712,Entire home/apt,202,6,7,10/21/2018,0.6,1,101
7326,23214618,121880470,Cooper D,78705,30.29934,-97.73815,Private room,40,1,1,2/19/2018,0.07,1,0
7328,23216551,58780573,Jackie,78746,30.30695,-97.79666,Entire home/apt,300,2,8,4/28/2019,0.56,2,304
7331,23218475,172697518,Robert,78745,30.21847,-97.82141,Entire home/apt,125,3,17,5/13/2019,1.5,2,281
7332,23230125,49424048,(Email hidden by Airbnb),78745,30.20251,-97.80544,Private room,48,1,8,4/15/2019,0.56,2,26
7333,23230501,602654,Rey,78701,30.27219,-97.74626,Entire home/apt,164,3,2,5/10/2018,0.13,3,43
7334,23231113,33131329,Angela,78702,30.27854,-97.71974,Private room,89,3,4,3/15/2019,0.28,1,77
7335,23231236,12732024,Daniel G,78754,30.36109,-97.64396,Private room,20,2,15,2/25/2019,1,2,352
7337,23231595,12732024,Daniel G,78754,30.36213,-97.64537,Private room,25,2,43,5/13/2019,2.99,2,362
7338,23232747,14039755,Erica,78703,30.27865,-97.75251,Private room,56,2,50,4/20/2019,3.33,2,67
7339,23234300,602654,Rey,78701,30.27204,-97.74833,Entire home/apt,193,3,1,4/22/2018,0.08,3,35
7340,23234867,56278086,Kris,78741,30.23757,-97.69667,Entire home/apt,150,2,7,10/16/2018,0.49,1,0
7342,23235326,172878985,Greg,78723,30.31798,-97.68633,Private room,60,1,48,5/12/2019,3.19,2,361
7343,23236956,37074570,Alcides,78704,30.23523,-97.78288,Entire home/apt,100,2,18,5/11/2019,1.2,1,0
7344,23237188,29180041,Amanda,78739,30.19104,-97.89049,Private room,27,30,5,11/18/2018,0.36,2,162
7345,23238253,128615735,Robert,78745,30.20085,-97.77861,Entire home/apt,90,1,1,3/10/2019,0.45,1,0
7346,23238655,119788633,Dezerae,78744,30.17977,-97.77136,Private room,65,1,29,4/15/2019,1.97,1,32
7347,23238849,12789161,CP + Rachel,78703,30.2756,-97.76156,Entire home/apt,99,2,71,5/5/2019,5.7,3,70
7348,23239571,172945797,"Chris, Rodrigo, Rosie",78741,30.22667,-97.74386,Entire home/apt,99,1,82,4/29/2019,5.54,1,89
7350,23247128,80245952,Josh,78749,30.22997,-97.8345,Entire home/apt,110,1,41,6/24/2018,2.72,1,0
7351,23249006,78133565,Nicole,78705,30.29109,-97.7435,Entire home/apt,225,2,13,6/10/2018,0.88,1,0
7352,23251666,21607195,Pixie,78704,30.23383,-97.78038,Private room,79,1,6,5/5/2019,0.39,6,153
7353,23252581,20379992,Daniel,78745,30.20133,-97.79181,Private room,25,1,2,3/19/2018,0.13,1,0
7354,23252688,49170887,Matt Manuel,78701,30.2719,-97.74612,Entire home/apt,250,1,1,3/13/2018,0.07,14,56
7356,23253977,2808282,Sarah,78741,30.23083,-97.71119,Entire home/apt,95,1,4,4/14/2019,0.29,1,0
7357,23254214,131816044,Lyric,78701,30.27139,-97.74976,Entire home/apt,146,2,32,4/30/2019,2.24,10,154
7358,23254215,131816044,Lyric,78701,30.26943,-97.74837,Entire home/apt,146,2,35,5/2/2019,2.45,10,143
7359,23254216,131816044,Lyric,78701,30.26949,-97.74963,Entire home/apt,149,2,13,4/3/2019,0.92,10,162
7360,23254217,131816044,Lyric,78701,30.26983,-97.75019,Entire home/apt,146,2,47,4/30/2019,3.3,10,150
7361,23254219,131816044,Lyric,78701,30.27018,-97.74986,Entire home/apt,146,2,43,5/6/2019,3.04,10,148
7362,23254599,8997432,Linda,78752,30.33237,-97.71896,Entire home/apt,75,22,4,4/27/2019,0.53,1,59
7363,23254668,2934425,Tupelo Property Management,78703,30.27562,-97.75593,Entire home/apt,120,1,118,5/6/2019,7.97,12,144
7364,23254701,99795159,Kyle,78703,30.27486,-97.76357,Entire home/apt,175,3,13,4/8/2019,0.91,1,0
